Flow Bytes/s,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd Packets/s,Packet Length Variance,ACK Flag Count,Down/Up Ratio,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Seg Size Min,Idle Min
1.22E-06,0.009997825,0.001666304,0.004356617,0.007942483,0.00025595,2.85E-06,0.000196518,0,0,0.125015259,0.959213257,0.357142857,0
1.61E-07,0.000512992,0.000256496,4.32E-05,0.0002781,0.000234892,3.56E-07,0.000190952,1,0,0.003631592,0.003234863,0.571428571,0
0.000195456,-0.000557012,-0.000402888,0.000974434,0.000476561,-0.000229452,-0.000276623,-0.000124406,0.0003496,0.004214774,0.125246204,0.00318205,0.357015695,0.000293963
2.29E-05,0,0,0,0,0,0.000114995,5.92E-06,0,0.004219409,0,0,0.142857143,0
0.002514275,-0.014172392,-0.002129679,-0.000806614,0.001880297,-0.002058443,0.000686786,0.000524644,0.017991694,0.002490529,0.122781283,0.032058316,0.156915803,0.002363293
0.000502362,0.003666391,0.000552308,-0.000130298,0.000868349,-0.000140835,-0.000604501,-0.000620774,0.000112623,5.40E-05,0.409464144,0.003030233,0.571745656,0.000647002
2.43E-07,0.050973842,0.00849564,0.017401271,0.032844983,0.000830408,5.63E-07,0.000171704,0,0,0.125015259,0.959060669,0.357142857,0
0.000128688,0.002537572,0.000264733,0.000263777,0.000584746,-0.000149018,-0.000280375,0.000244776,5.04E-05,0.003884047,0.410053217,0.002478434,0.571768928,0.000230553
0.000541851,0.000149694,0.000191541,0.000802665,-6.71E-05,-9.71E-05,0.00040833,-0.000168563,1.09E-05,0.004907799,0.125248744,0.002875299,0.356507799,-3.29E-05
-5.72E-05,-0.002253634,0.000748344,-0.001969331,0.000766202,0.000482487,0.000289638,4.70E-05,-0.000510203,-0.000439548,0.004035747,-0.001897872,0.571718358,1.32E-05
2.42E-07,0.011473067,0.001912178,0.002941078,0.0055988,1.96E-06,1.57E-06,9.13E-06,0,0,0.125015259,0.966262817,0.357142857,0
1.64E-07,0.084504983,0.021126246,0.058684062,0.083328175,5.29E-05,2.46E-07,0.000365763,0,0.004219409,0.125015259,0.474731445,0.357142857,0
-0.001776804,0.055175112,0.003756301,0.029601716,0.004419699,-0.000971055,0.003647169,-0.001176454,1.10634675,0.001276064,0.128473088,0.013030587,0.156343974,0.001835059
-0.000753181,-0.000262073,0.000146636,0.000228051,0.000235375,0.000328901,0.000170328,0.00026889,7.69E-05,0.003574889,0.124947885,0.002977014,0.357220742,2.04E-05
2.38E-05,8.34E-05,2.78E-05,6.43E-05,8.03E-05,1.17E-07,0.000189161,2.57E-05,0,0.004219409,0.125015259,0.003356934,0.357142857,0
4.45E-07,0.031839058,0.004548437,0.004661035,0.009987292,0.001080658,1.01E-06,0.000149843,0,0,0.125015259,0.95463562,0.357142857,0
8.76E-07,0.01335805,0.002226342,0.003974008,0.00794315,0.0009046,2.05E-06,0.000194515,0,0,0.125015259,0.959365845,0.357142857,0
-0.000230662,0.003262606,-0.000785227,0.000998393,0.000418071,0.00021863,0.000725411,0.000239569,0.000508723,-1.23E-05,0.409638985,0.002376965,0.571439539,-0.000408426
0.00027829,0.014011447,0.003699574,0.012114622,0.013409486,0.000103449,-0.000292011,0.000182468,8.77E-05,0.004288795,0.125549894,0.003076126,0.357602975,-0.000193958
0.000176985,0,0,0,0,0,0.001567398,6.58E-07,0,0.004219409,0,0,0.142857143,0
-0.000844607,8.39E-05,0.000213845,0.000551016,-1.60E-05,-0.000123307,0.000196356,0.000108697,0.000478466,0.003963148,0.125179847,0.003915408,0.356417063,0.000249057
-0.000179365,0.175371643,0.010629525,0.029867888,0.088789219,0.000195384,0.00077884,0.000644928,0.000465962,0.003973927,0.123910347,0.96217326,0.356473477,5.47E-05
6.28E-05,8.83E-05,2.94E-05,6.17E-05,7.96E-05,2.00E-07,0.000188555,0.00021061,0,0.004219409,1,0.003356934,0.357142857,0
6.05E-09,0,0,0,0,0,0,0,0,0,0,0,0.142857143,3.75E-05
0.000589089,5.71E-06,5.71E-06,0,5.71E-06,5.71E-06,0.000834725,0.000216521,0,0,1,0.500015259,0.357142857,0
-0.000672338,-0.000520043,0.000748841,0.000443341,-4.41E-05,-0.000151933,0.000299318,0.000587354,-0.000433514,0.00343082,0.124857932,0.002928801,0.356779135,-0.000141526
-0.00108067,0.490426129,-0.002667101,0.004486477,0.041460669,-0.00173924,0.001034874,-0.000340154,-0.004534346,-0.000606382,0.122786668,0.011271739,0.351692861,-0.002132729
0.000107769,0,0,0,0,0,0.000576037,4.21E-06,0,0.004219409,0,0,0.142857143,0
2.05E-07,0.002882133,0.000960711,0.001255968,0.00175465,2.50E-06,4.42E-07,0.000185712,1,0,0.003631592,0.003234863,0.571428571,0
0.000330175,0.001360823,0.001002057,-0.000345493,0.0012277,0.000900503,0.000517807,0.000199,0.001403516,0.000787894,0.410190173,0.003592526,0.571804967,0.000677646
1.01E-06,0.000476633,0.000476633,0,0.000476633,0.000476633,1.03E-05,1.48E-07,0,0.004219409,0,0,0.142857143,0
-0.000302221,0.002159471,2.32E-06,4.51E-05,0.000606069,0.001056012,0.00066686,-0.000138867,5.45E-05,-0.000153935,0.410083659,0.003367003,0.571216903,-0.000251263
2.70E-07,0,0,0,0,0,1.45E-06,3.15E-06,0,0.004219409,0,0,0.142857143,0
-3.63E-05,0.040146568,0.013139499,0.033981776,0.033483128,-0.000768095,-0.000692464,0.000779253,0.000261346,0.004923306,0.40954745,0.00340775,0.571708443,-0.000486641
6.81E-06,0.003134142,0.000164955,0.000405864,0.001083167,5.83E-08,2.66E-05,7.74E-05,0,0,0.410217285,0.00352478,0.571428571,0
7.50E-05,0,0,0,0,0,0.000372301,4.32E-06,0,0.004219409,0,0,0.142857143,0
7.28E-05,0,0,0,0,0,0.000572082,9.77E-07,0,0.004219409,0,0,0.142857143,0
7.96E-08,0.000606267,0.000202089,0.000335628,0.000464542,3.10E-06,3.81E-07,4.69E-05,0,0,0.125015259,0.001831055,0.357142857,2.15E-05
2.42E-06,0,0,0,0,0,1.52E-05,2.01E-06,0,0.004219409,0,0,0.142857143,0
0.002917341,0.017220409,0.012820163,0.033752396,-8.19E-05,0.000638298,0.002232668,-0.000774143,-0.015674376,0.002532807,0.131181514,-0.002996502,-0.181486963,0.00270995
0,0,0,0,0,0,0,0,1,0,0.954650879,0,0.357142857,0.000359169
5.25E-05,0.000109642,3.65E-05,8.48E-05,0.000105733,1.83E-07,0.000151964,0.000214099,0,0.004219409,1,0.003356934,0.357142857,0
-0.000257278,0.003890247,0.000822001,0.000329949,0.001142965,-0.000415269,2.34E-05,0.000222864,-0.000111668,0.004517352,0.409008051,0.003008064,0.572168562,-5.43E-05
-0.000186602,0.891542664,0.030898296,0.001095029,0.058084874,0.258116315,0.000607246,6.91E-05,0.001220217,0.004462036,0.410736679,0.003155163,0.571133465,0.000212013
9.94E-05,-0.000203501,0.000542264,0.002748964,0.000677192,-0.000375427,0.001591216,-0.000863112,0.001013529,0.003928813,-0.00269345,-0.000982701,0.142510173,3.84E-05
-0.000544932,0.00270505,-5.99E-05,0.000854688,0.001239573,0.000819161,-0.000640748,-0.0003839,-0.000178536,0.004500895,0.409678477,0.003621302,0.571616222,-1.68E-05
0.000459197,6.46E-06,6.46E-06,0,6.46E-06,6.46E-06,0.000657895,0.000215176,0,0,1,0.500015259,0.357142857,0
-0.000176462,1.17E-05,0.000823435,0.000346747,0.000122277,-0.000431261,-1.71E-05,2.76E-06,-8.61E-05,0.00401653,0.125037282,0.002845026,0.356749697,-0.000271991
0.000208619,-0.000349928,0.000174793,0.000501622,0.000171838,-0.000129568,0.000665096,-0.000130477,0.000262356,0.004315992,0.125370556,0.002797258,0.356468242,0.000320839
0.001585967,-0.139025223,0.003143792,0.002984747,0.052112181,-0.001482188,0.001719919,-0.002322285,-0.004975105,0.003404363,-0.013352839,0.633017644,0.201176973,0.001126065
1.57E-05,0.000130083,4.34E-05,0.000102806,0.000127233,8.33E-09,0.000124821,2.57E-05,0,0.004219409,0.125015259,0.003356934,0.357142857,0
0.00011186,0,0,0,0,0,0.00087108,1.64E-07,0,0.004219409,0,0,0.142857143,0
0,0,0,0,0,0,0,0,1,0,0.954620361,0,0.357142857,0.000361259
-0.000742672,0.000481092,-0.000372186,-0.000114978,0.000112442,-0.000692447,-0.000142673,0.000212281,-1.38E-06,0.00377327,0.125516051,0.002411194,0.356848597,-0.000107489
4.23E-07,0.029195475,0.004865913,0.007882562,0.014592433,0.000501342,9.79E-07,0.000171704,0,0,0.125015259,0.959060669,0.357142857,0
-0.000200827,-3.89E-05,0.00047983,0.000259669,0.000283023,-0.000286729,-2.30E-05,0.000362031,5.33E-05,0.003981883,0.124999564,0.00312688,0.35742682,0.000426811
0.000103437,0,0,0,0,0,0.000556174,2.16E-06,0,0.004219409,0,0,0.142857143,0
0,0,0,0,0,0,0,0,1,0,0.966339111,0,0.357142857,0.000367082
0,0,0,0,0,0,0,0,1,0,0.966293335,0,0.357142857,0.000367
0.00066003,0.007006878,-0.001250151,0.007767389,4.31E-05,-0.001453045,0.000219367,0.000540218,1.250498719,-0.001000691,0.117609255,0.00929204,0.163313541,0.000970366
7.22E-05,0,0,0,0,0,0.00083612,1.64E-07,0,0.004219409,0,0,0.142857143,0
2.43E-07,0.050964625,0.008494104,0.014889686,0.02929005,0.001119483,5.64E-07,0.000164654,0,0,0.125015259,0.959060669,0.357142857,0
0,0,0,0,0,0,0,0,1,0,0.954605103,0,0.357142857,0.000358796
-0.000290199,0.94466521,0.030192127,0.019907603,0.046353451,-0.000484044,0.009659819,-7.79E-06,0.000331791,0.004146386,0.123943239,0.97642706,0.35614319,6.55E-05
6.87E-07,0.016883408,0.002813901,0.003570112,0.007943158,0.001433283,1.59E-06,0.000196567,0,0,0.125015259,0.959121704,0.357142857,0
1.64E-07,0.0007661,0.00038305,0.000732923,0.000749283,1.68E-05,3.52E-07,0.000193688,1,0,0.003631592,0.003234863,0.571428571,0
0,0,0,0,0,0,0,0,1,0,0.031280518,0,0.357142857,2.82E-05
-0.000360131,0.003083799,-0.000157859,0.000405562,0.001544399,-0.00040626,-3.09E-05,-0.000406027,0.000181806,0.00479307,0.410633155,0.002883853,0.571820944,-0.00062062
0.000154507,3.18E-05,3.18E-05,0,3.18E-05,3.18E-05,0.00022899,0.000211708,0,0,1,0.500015259,0.357142857,0
7.28E-07,0.016249367,0.002708228,0.00417105,0.00871785,0.001303942,1.70E-06,0.000194515,0,0,0.125015259,0.959365845,0.357142857,0
0,0,0,0,0,0,0,0,1,0,0.954589844,0,0.357142857,0.000358785
9.71E-07,0.01237135,0.002061892,0.004335525,0.0079427,0.0001667,2.25E-06,0.000179336,0,0,0.125015259,0.959060669,0.357142857,0
0.002375934,-0.044138137,0.000236373,-0.000969027,0.003382094,-0.001007659,0.001167429,-0.000683894,-0.010331879,-0.000678558,0.121191676,-0.001436294,0.369972094,0.000580088
9.00E-06,-0.001180274,-0.00143676,-0.00026963,-0.000781356,-8.75E-05,0.000348875,0.000370475,0.000327739,-0.001122236,0.001104263,0.003858377,0.570517275,6.53E-05
0.000118702,0,0,0,0,0,0.001165501,1.64E-07,0,0.004219409,0,0,0.142857143,0
0,0,0,0,0,0,1.92E-06,0,0,0,0.125015259,0.125015259,0.357142857,0
0.000261697,4.93E-06,1.64E-06,2.20E-06,3.10E-06,8.33E-09,0.00241838,1.70E-05,0,0.004219409,0.125015259,0.002288818,0.357142857,0
0.000746365,0.002452273,-0.000166891,1.07E-05,0.001823115,-0.000293324,2.31E-05,7.78E-05,0.000292911,0.004929111,0.410152429,0.003335816,0.571337911,-8.00E-05
-0.0002937,-0.0004856,0.000330353,0.000298826,-0.000238647,-5.52E-05,-0.000285884,0.000446576,-0.000359911,0.004273894,0.125068409,0.003218313,0.357220718,0.000222006
0,0,0,0,0,0,3.96E-06,0,0,0,0.125015259,0.125015259,0.357142857,0
0.000405151,-0.000137391,0.000144877,-0.000192429,-0.000119522,-2.37E-05,-7.83E-05,0.000122066,0.00023042,0.003843837,0.999821636,0.002994921,0.357254495,-9.98E-05
2.98E-07,0.010130483,0.001688414,0.00294024,0.0057866,1.65E-06,1.94E-06,9.15E-06,0,0,0.125015259,0.96635437,0.357142857,0
2.95E-07,0.0408599,0.005837129,0.012487223,0.025104642,0.001441717,7.86E-07,0.000177407,0,0,0.125015259,0.959365845,0.357142857,0
0,0,0,0,0,0,0,0,1,0,0.003463745,0,0.571428571,0.000270025
0.0020092,-0.084529928,0.003528624,0.000612565,0.01041913,-0.002162417,0.000329189,-0.001833838,-0.003999047,-0.000421332,0.027680641,0.00880395,0.121022484,-0.000893369
3.52E-07,0.012895933,0.004298645,0.010531315,0.012892075,1.67E-07,1.29E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
0.000327347,0.060397949,0.031191637,0.022762074,-0.000181288,-1.83E-05,0.000122222,0.001461597,-0.000296751,0.003768021,0.409081034,0.004117065,0.57187456,-4.46E-05
0.005701182,0,0,0,0,0,0,6.17E-07,1,0,0.624511719,0,0.357142857,0
9.12E-06,0,0,0,0,0,0.000265816,3.70E-07,1,0,0.016494751,1.53E-05,0.357142857,0
2.35E-07,0.000273992,0.000136996,0.000245911,0.000259875,1.41E-05,5.11E-07,0.000192555,1,0,0.003631592,0.003234863,0.571428571,0
-1.74E-05,0.003120233,-0.00027557,0.000888781,0.001024825,-0.000546888,-0.000351315,-0.000641211,-0.000365257,0.004501222,0.410194616,0.003245225,0.571225133,-6.91E-05
-0.000169568,0.000422217,0.000377826,-0.000109092,0.000123429,-0.000364533,0.000213389,9.85E-05,-0.000777426,0.004574372,0.124703397,0.003358852,0.356597924,4.51E-05
6.64E-06,0.003178117,0.000151339,0.000429529,0.001164442,8.33E-08,2.88E-05,7.73E-05,0,0,0.410217285,0.00352478,0.571428571,0
-0.000313415,0.002212305,0.000457114,0.000245635,0.000459611,-0.000642616,-0.00089312,0.000261071,-5.20E-05,-0.000542565,0.409917318,0.002604588,0.571684696,0.000866286
1.17E-05,1.75E-05,-0.000100902,0.000995671,0.000356747,-1.16E-05,-0.000301085,3.88E-05,-0.000674409,0.004616479,0.12477601,0.003634584,0.356795183,-0.000135562
6.08E-06,0.001727308,0.000431827,0.000707821,0.000927192,8.33E-09,8.25E-06,0.000388497,0,0,0.125015259,0.002639771,0.357142857,0
-0.000241475,0.000141577,-0.000271384,0.000526652,-0.000509154,-0.000132801,-0.000333319,0.00029447,0.000142106,0.004286584,0.125048969,0.003278358,0.356599576,-0.000200154
0,0,0,0,0,0,2.88E-06,0,0,0,0.125015259,0.125015259,0.357142857,0
4.59E-07,0.031432892,0.003929111,0.005079946,0.010742483,0.000781283,1.17E-06,0.000150758,0,0,0.125015259,0.954437256,0.357142857,0
7.98E-05,0,0,0,0,0,0.000563063,5.04E-07,0,0.004219409,0,0,0.142857143,0
2.16E-05,9.25E-05,3.08E-05,7.10E-05,8.88E-05,1.33E-07,0.000171571,2.57E-05,0,0.004219409,0.125015259,0.003356934,0.357142857,0
-0.000504796,-0.000222879,-0.000108758,0.000420354,1.85E-05,9.22E-05,-0.000424057,-8.61E-05,0.000236873,0.00438815,0.125082386,0.002740008,0.356712098,-0.00039774
0.000413153,-0.000128034,-0.000517829,-0.000504789,-0.000756403,0.000114343,0.000334964,0.000192232,0.000522066,0.004030922,1.001642155,0.003462174,0.357329956,-0.000244911
0.000619086,0.039184754,0.013205274,0.031571124,0.041398036,-7.13E-05,-0.000139338,0.000368676,0.996253287,0.004865064,0.410151811,0.003188528,0.572985405,-0.000781291
9.06E-05,0,0,0,0,0,0.000470367,3.15E-06,0,0.004219409,0,0,0.142857143,0
2.20E-07,0.035197317,0.008799329,0.022444631,0.032529467,2.25E-07,5.92E-07,0.000172224,1,0.004219409,0.003448486,0.003356934,0.571428571,0
-0.00030759,0.375333321,0.006086357,0.032483878,0.038871127,0.000137985,0.000280763,-0.000561841,9.28E-05,-0.000967115,0.126289092,0.966047855,0.356679223,-0.000127517
0.000347754,5.28E-06,1.76E-06,2.19E-06,3.35E-06,2.58E-07,0.001936108,5.82E-05,0,0.004219409,0.125015259,0.002288818,0.357142857,0
0.002508936,-0.028120745,0.007758951,0.031379709,0.041380982,-0.002074213,0.003348771,-0.001375581,-0.013587263,0.000972839,0.125652011,0.009427092,0.183614623,0.003127781
4.88E-07,0.009299475,0.003099825,0.007594441,0.0092968,2.00E-07,1.79E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
4.57E-07,0.009931892,0.00331063,0.008110168,0.009928433,1.50E-07,1.68E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
7.81E-05,0.00356501,0.000153064,0.000437271,0.000582886,-0.00039948,0.000412286,0.000141304,0.000210665,0.003297905,0.409818799,0.003021347,0.571678798,0.000167233
2.22E-05,9.07E-05,3.02E-05,7.01E-05,8.74E-05,4.17E-07,0.000176429,2.57E-05,0,0.004219409,0.125015259,0.003356934,0.357142857,0
-0.000653297,-0.000395308,-0.00031749,0.000568762,-0.000284259,-3.76E-05,0.000477767,0.000618225,-0.000248053,0.004109592,0.125037445,0.002787552,0.35688289,0.000277849
0.000555026,0.05925578,0.031755012,0.05321909,0.03843492,0.00144756,-0.000975982,-0.000383929,-0.001603616,0.003942989,0.410026695,0.00393077,0.572660957,-0.000764587
3.29E-06,0,0,0,0,0,1.34E-05,1.12E-05,0,0.004219409,0,0,0.142857143,0
-0.000766336,-0.00114073,0.137451651,-0.001483698,-0.001607259,0.000141807,0.000247391,0.001324789,0.999571276,0.004951971,0.408208767,-2.60E-05,0.571748444,6.64E-05
0,0,0,0,0,0,0.007042253,0,1,0.004219409,0.000488281,0.00390625,0.357142857,0
1.31E-07,0.047562867,0.015854289,0.031955864,0.041710483,2.82E-06,3.50E-07,0.000213081,0,0.004219409,0.410217285,0.003356934,0.571428571,0
1.55E-08,0.503918758,0.045810796,0.061247588,0.08354245,2.28E-06,9.92E-08,6.60E-05,0,0,0.125015259,0.00189209,0.357142857,4.11E-05
0.000288664,0.003261103,0.000545536,0.00038923,0.001784169,7.13E-05,0.000227525,-0.000432411,0.000785481,-0.00044818,0.409944419,0.003037495,0.572407787,-0.000734734
4.17E-07,0.034967058,0.004370882,0.005063083,0.009303275,0.001041708,1.07E-06,0.000149859,0,0,0.125015259,0.954650879,0.357142857,0
0.000232716,0.000632095,-4.27E-05,0.000635059,0.000645608,-0.000199466,-0.000157581,7.69E-05,0.000360973,0.004019525,1.000668444,0.003195805,0.357099409,8.87E-05
1.97E-09,0,0,0,0,0,0,1.45E-07,0,0,0,0,0.142857143,0.000487634
6.42E-07,0.016850208,0.002808368,0.003597235,0.007945592,0.001343775,1.50E-06,0.000194553,0,0,0.125015259,0.95930481,0.357142857,0
0.001054626,0.104593258,0.010359284,0.372967748,0.038108916,0.000337166,0.001126784,0.000532836,0.002818693,0.004237876,0.40979003,0.002795734,0.571635712,0.000499384
0.00059173,0.001142099,0.031924368,0.002089895,0.001136765,0.000163667,0.000291148,3.04E-05,0.000726944,-0.00013856,0.000366747,0.001977681,0.357748291,0.000957663
3.29E-08,0.975,0.074892675,0.258254717,0.488333333,8.33E-09,5.99E-08,0.000483616,0,0.004219409,0.125015259,0.000488281,0.357142857,0.000241733
0.001038682,0.000549912,0.000415294,0.001994704,0.000569282,0.000279381,0.002294249,-0.000528169,0.00154563,-2.18E-05,-0.001506468,-0.000264028,0.142065474,0.000696643
0.000159782,9.13E-05,0.000296122,0.000744421,0.000354474,-0.000582583,0.000477526,0.000139016,0.00024052,0.003338168,0.125149996,0.002559914,0.356789495,-0.000565015
0.000115016,0,0,0,0,0,0.000721501,2.31E-06,0,0.004219409,0,0,0.142857143,0
6.37E-06,0.003312417,0.000157734,0.000552652,0.001495592,9.17E-08,2.77E-05,8.00E-05,0,0.004219409,0.410217285,0.00352478,0.571428571,0
5.77E-08,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0
1.54E-08,0.501757392,0.045614308,0.061533656,0.08346345,4.14E-06,9.96E-08,6.34E-05,0,0,0.125015259,0.00189209,0.357142857,4.12E-05
0,0,0,0,0,0,0,0,1,0,0.954605103,0,0.357142857,0.000360005
1.53E-05,-0.000514921,9.27E-05,0.000467224,0.000460458,0.000529179,0.000302437,-0.000122875,0.000308106,0.00428656,0.125030529,0.002878981,0.357003736,0.000223906
0.000801614,-0.001429054,0.001923467,0.001750993,0.001026557,-0.000242501,0.001246508,0.000199074,0.000428132,-0.000419119,0.000314502,0.000793012,0.14191036,0.000141167
4.59E-07,0.007600367,0.001900092,2.80E-05,0.00192305,0.001877433,2.19E-06,2.31E-05,0,0,0.125015259,0.003936768,0.357142857,0
2.03E-07,0.002034575,0.000678192,0.001443865,0.001852292,6.33E-06,4.53E-07,0.00018128,1,0,0.003631592,0.003234863,0.571428571,0
0,0,0,0,0,0,0.011111111,0,1,0.004219409,0.001785278,0.003921509,0.357142857,0
9.38E-07,0.012701175,0.002116863,0.003731231,0.007365542,0.000570908,2.18E-06,0.000187508,0,0,0.125015259,0.959213257,0.357142857,0
9.69E-05,-8.00E-05,0.000235281,-0.000368091,0.000253832,0.000327451,-0.000227746,-8.10E-06,2.04E-06,0.004362239,0.125053096,0.003150747,0.356815463,0.000429711
4.37E-07,0.0274285,0.004571417,0.00554669,0.010705858,0.00110535,1.02E-06,0.000177337,0,0,0.125015259,0.959457397,0.357142857,0
2.85E-06,0,0,0,0,0,1.73E-05,5.09E-06,0,0.004219409,0,0,0.142857143,0
5.36E-05,9.56E-05,9.56E-05,0,9.56E-05,9.56E-05,8.06E-05,0.000210482,0,0,1,0.500015259,0.357142857,0
0.000412318,0.039627254,0.012688452,0.056743802,0.055224689,0.001248205,-0.000594005,0.001205002,-0.00091224,0.004690426,0.409823499,0.003797431,0.572012844,-0.000673221
-0.000493928,1.00E-04,0.000183533,0.000208064,-0.000466012,-0.00045247,0.000494203,0.000247118,-0.000302438,0.004675146,0.125090937,0.003539983,0.356841721,-0.000323839
0.001038144,0.010989497,-0.000763078,-0.000319173,0.052326958,0.001631774,0.00327912,-7.65E-05,0.680916719,-0.001647923,0.119719334,0.029663433,0.365152971,0.003036628
-0.000270975,-0.000468419,0.000371193,-0.000310929,-0.000248602,-3.82E-05,-4.30E-05,-9.03E-05,1.000628095,-0.000184361,0.031520246,-0.000100707,0.357207494,-0.000129009
0.000477065,4.16E-06,1.39E-06,2.04E-06,3.01E-06,2.50E-07,0.002656042,5.82E-05,0,0.004219409,0.125015259,0.002288818,0.357142857,0
-0.000610132,-0.071358364,0.004417549,-0.001366111,0.049456988,-0.000545713,-0.001624274,-0.002359289,-0.0087844,-0.001144868,0.120756874,0.595903496,0.352392089,0.002213645
0.003667086,-0.009229952,0.000791337,0.008845816,0.052515702,0.001310532,0.00039047,-0.001633123,0.473173078,-0.00269847,0.123533723,0.001201133,0.355625772,0.000980296
6.71E-07,0.017075067,0.002845845,0.003451789,0.007812508,0.001719558,1.56E-06,0.000196604,0,0,0.125015259,0.959060669,0.357142857,0
-0.000497469,0.013000361,0.06661852,0.052242175,0.08932584,0.00061086,0.000491741,-0.000167868,-0.000217817,0.004740578,0.123922793,0.021843389,0.357789164,-0.000852492
0,0,0,0,0,0,0,0,1,0,0.954360962,0,0.357142857,0.000358885
0.000444042,4.73E-06,1.58E-06,1.84E-06,2.93E-06,3.50E-07,0.002472188,5.82E-05,0,0.004219409,0.125015259,0.002288818,0.357142857,0
4.09E-05,0.00012775,0.00012775,0,0.00012775,0.00012775,6.19E-05,0.000210047,0,0,1,0.500015259,0.357142857,0
6.41E-07,0.018172008,0.003028668,0.003564756,0.007971775,0.001333017,1.50E-06,0.000194515,0,0,0.125015259,0.959365845,0.357142857,0
0,0,0,0,0,0,2.92E-06,0,0,0,0.125015259,0.125015259,0.357142857,0
2.06E-05,9.83E-05,3.28E-05,7.61E-05,9.48E-05,5.08E-07,0.000163572,2.57E-05,0,0.004219409,0.125015259,0.003356934,0.357142857,0
4.47E-05,0.0001298,4.33E-05,5.43E-05,7.42E-05,2.83E-07,0.000128329,0.000214992,0,0.004219409,0.410217285,0.003356934,0.571428571,0
0.000592909,-0.042465473,-0.003113038,0.007249294,0.032379258,-0.001069302,0.001673072,-0.001449353,0.008519728,0.003947289,0.118094094,0.010557145,0.154959178,0.001624833
8.45E-05,0,0,0,0,0,0.000479846,4.86E-06,0,0.004219409,0,0,0.142857143,0
-0.000564183,0.003161997,0.000279661,0.000672751,0.001219751,-0.000853604,-0.000279851,-0.000317301,3.01E-05,0.000176707,0.410405632,0.003934841,0.572356335,0.000335382
0.000684275,0.029842278,0.009398505,0.001565526,0.01465157,-0.001528059,0.003230603,0.001211515,-0.014757082,0.005528997,-0.013694458,0.005228918,0.165805486,0.000736259
0.000412719,0.002957855,0.000202637,0.000971823,0.001931546,-0.000367082,-8.35E-05,-0.000304397,-4.72E-05,0.003540434,0.409822313,0.003046252,0.571047642,0.000831616
-4.84E-05,0.003734602,0.000103519,0.001241006,0.001738276,-7.56E-05,-0.00017631,0.000447444,-0.000159301,0.000550553,0.40998353,0.003643533,0.57219142,0.000405398
0.001109394,0.000287953,0.000118564,0.002776624,0.001937995,-0.000323257,0.002055419,-0.000519955,0.00019295,0.003562594,-0.002061785,0.001875626,0.142266652,0.00064931
2.15E-07,0.002781692,0.000927231,0.001279787,0.001809742,2.46E-06,4.76E-07,0.000182222,1,0,0.003356934,0.003234863,0.571428571,0
2.41E-08,0.991666667,0.009876051,0.004439674,0.016796875,0.008462567,4.22E-07,1.26E-06,1,0,0.955978394,0.955978394,0.357142857,0
3.56E-08,0.042552817,0.014184272,0.034759239,0.042547408,2.69E-06,3.92E-07,1.22E-05,0,0.004219409,0.125015259,0.002166748,0.357142857,0
0.000261255,-0.000457313,0.001703911,0.001277245,0.000107953,0.00055372,0.00041023,0.000246917,0.000687892,0.003415067,-0.000452466,0.00010173,0.142055021,-0.000413407
4.62E-07,0.009822508,0.00327417,0.008020996,0.009819208,1.75E-07,1.70E-06,0.000222588,0,0.004219409,0.125015259,0.003234863,0.357142857,0
-0.001461676,-0.05632547,0.011503357,0.00483012,-0.002924354,0.000661109,-0.000615383,-0.001113918,-0.020882028,0.00335522,-0.009837953,0.031404869,0.37112997,0.001933873
0,0.175,0.05833945,0.054039204,0.1,0.025006142,9.52E-08,0,0,0.004219409,0.125015259,1.53E-05,0.5,2.48E-05
5.84E-07,0.004302992,0.001434331,0.000398852,0.00169295,0.001133908,3.87E-06,7.94E-06,0,0,0.125015259,1.53E-05,0.357142857,0
6.93E-05,0.002900058,0.000388304,0.000523174,0.00117958,0.000562806,-7.12E-05,8.66E-05,0.000408531,0.004097589,0.410050529,0.003577762,0.571511493,-0.000150122
5.69E-05,-0.000474276,0.000681383,-0.000126696,1.08E-05,-0.000380346,-0.000329465,0.000308268,0.000730834,0.004080603,0.125336204,0.003435026,0.356765352,0.00021441
2.06E-07,0.002187967,0.000729322,0.00146807,0.001920775,2.59E-05,4.49E-07,0.000183846,1,0,0.003356934,0.003234863,0.571428571,0
6.95E-06,0.041586933,0.011895096,0.375142263,0.037620275,4.56E-05,0.000675103,0.000548584,1.001826687,0.004133367,0.41050057,0.003593158,0.570435938,0.00020935
0.00016715,0,0,0,0,0,0.001237624,1.48E-06,0,0.004219409,0,0,0.142857143,0
1.83E-06,0.000511875,0.000511875,0,0.000511875,0.000511875,1.25E-05,1.81E-06,0,0.004219409,0,0,0.142857143,0
0.000193057,0.972266761,0.001343287,0.002964993,0.001046667,0.00043321,0.00097443,0.000260683,1.000605671,-0.000585755,0.00195561,0.001918819,0.35733357,0.000569837
